1.6262 	WARNING 	We strongly recommend you activate the PTB sound engine in PsychoPy prefs as the preferred audio engine. Its timing is vastly superior. Your prefs are currently set to use ['sounddevice', 'PTB', 'pyo', 'pygame'] (in that order).
4.1219 	WARNING 	Font Manager failed to load file C:\Windows\Fonts\mstmc.ttf
4.2963 	WARNING 	Font Manager failed to load file C:\Windows\Fonts\mstmc.ttf
14.5145 	WARNING 	User requested fullscreen with size [1024  768], but screen is actually [1920, 1080]. Using actual size
15.1625 	EXP 	Created window1 = Window(allowGUI=False, allowStencil=False, autoLog=True, backendConf=UNKNOWN, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([0, 0, 0]), colorSpace='rgb', depthBits=8, fullscr=<method-wrapper '__getattribute__' of attributeSetter object at 0x0000024F4283A220>, gamma=None, gammaErrorPolicy='raise', lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x0000024F428E0970>, multiSample=False, name='window1', numSamples=2, pos=(0, 0), screen=0, size=array([1920, 1080]), stencilBits=0, stereo=False, units='height', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
15.1628 	EXP 	window1: mouseVisible = True
15.1628 	EXP 	window1: Attempting to measure frame rate of screen (0) ...
15.1628 	EXP 	window1: recordFrameIntervals = False
15.3286 	EXP 	window1: recordFrameIntervals = True
15.5120 	EXP 	Screen (0) actual frame rate measured at 59.97Hz
15.5121 	EXP 	window1: recordFrameIntervals = False
17.7358 	EXP 	Created instrText = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='instrText', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text=str(...), units='height', win=Window(...), wrapWidth=1)
17.7764 	EXP 	Created instrText_2 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.03, italic=False, languageStyle='LTR', name='instrText_2', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text=str(...), units='height', win=Window(...), wrapWidth=1)
17.7775 	EXP 	Created textStroopWord = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='textStroopWord', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='', units='height', win=Window(...), wrapWidth=1)
18.0098 	EXP 	Created image = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, image=str(...), interpolate=True, mask=None, maskParams=None, name='image', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([0.5, 0.5]), texRes=128.0, units='height', win=Window(...))
18.0110 	EXP 	Created text = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='text', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='', units='height', win=Window(...), wrapWidth=1)
18.0288 	EXP 	instrText: autoDraw = True
18.7300 	DATA 	Mouse: Left button down, pos=(784,502)
18.8467 	DATA 	Mouse:  Left button up, pos=(784,502)
20.0138 	DATA 	Keypress: z
20.0282 	EXP 	instrText: autoDraw = False
20.0282 	EXP 	instrText_2: autoDraw = True
20.6549 	EXP 	Imported data.xlsx as conditions, 20 conditions, 3 params
20.6555 	EXP 	Created sequence: random, trialTypes=20, nReps=1, seed=None
20.6557 	EXP 	New trial (rep=0, index=0): {'badWords': 'Złość', 'neutralWords': 'Gość', 'colour': 'red'}
20.6590 	DATA 	Keypress: space
20.6616 	EXP 	instrText_2: autoDraw = False
20.6616 	EXP 	textStroopWord: height = 0.05
20.6616 	EXP 	textStroopWord: height = 0.05
20.6616 	EXP 	textStroopWord: height = 0.05
20.6616 	EXP 	textStroopWord: text = 'Gość'
21.6615 	EXP 	textStroopWord: autoDraw = True
22.6633 	DATA 	Keypress: space
23.1297 	DATA 	Keypress: z
23.1462 	EXP 	New trial (rep=0, index=1): {'badWords': 'Śmierć', 'neutralWords': 'Pięć', 'colour': 'yellow'}
23.1616 	EXP 	textStroopWord: autoDraw = False
23.1616 	EXP 	textStroopWord: height = 0.05
23.1616 	EXP 	textStroopWord: height = 0.05
23.1616 	EXP 	textStroopWord: height = 0.05
23.1616 	EXP 	textStroopWord: text = 'Pięć'
24.1449 	EXP 	textStroopWord: autoDraw = True
24.3961 	EXP 	New trial (rep=0, index=2): {'badWords': 'Amputacja', 'neutralWords': 'Kreacja', 'colour': 'red'}
24.3996 	DATA 	Keypress: x
24.4115 	EXP 	textStroopWord: autoDraw = False
24.4115 	EXP 	textStroopWord: height = 0.05
24.4115 	EXP 	textStroopWord: height = 0.05
24.4115 	EXP 	textStroopWord: height = 0.05
24.4115 	EXP 	textStroopWord: text = 'Kreacja'
25.3625 	DATA 	Keypress: x
25.3949 	EXP 	textStroopWord: autoDraw = True
25.6628 	EXP 	New trial (rep=0, index=3): {'badWords': 'Bić', 'neutralWords': 'Nić', 'colour': 'blue'}
25.6659 	DATA 	Keypress: x
25.6782 	EXP 	textStroopWord: autoDraw = False
25.6782 	EXP 	textStroopWord: height = 0.05
25.6782 	EXP 	textStroopWord: height = 0.05
25.6782 	EXP 	textStroopWord: height = 0.05
25.6782 	EXP 	textStroopWord: text = 'Nić'
25.8625 	DATA 	Keypress: x
26.6617 	EXP 	textStroopWord: autoDraw = True
