1.5954 	WARNING 	We strongly recommend you activate the PTB sound engine in PsychoPy prefs as the preferred audio engine. Its timing is vastly superior. Your prefs are currently set to use ['sounddevice', 'PTB', 'pyo', 'pygame'] (in that order).
37.9414 	EXP 	New trial (rep=0, index=7): {'badWords': 'Złość', 'neutralWords': 'Gość', 'colour': 'red'}
37.9452 	DATA 	Keypress: m
37.9568 	EXP 	textStroopWord: autoDraw = False
37.9568 	EXP 	textStroopWord: height = 0.05
37.9568 	EXP 	textStroopWord: height = 0.05
37.9568 	EXP 	textStroopWord: height = 0.05
37.9568 	EXP 	textStroopWord: text = 'Gość'
38.0740 	DATA 	Keypress: n
38.2407 	DATA 	Keypress: m
38.3239 	DATA 	Keypress: n
38.9402 	EXP 	textStroopWord: autoDraw = True
42.9401 	EXP 	textStroopWord: autoDraw = False
46.6574 	DATA 	Keypress: escape
47.4787 	EXP 	window1: mouseVisible = True
